tournament,eid,year,round,player_a,player_a_pid,player_b,player_b_pid,score_a,score_b,winner,winner_pid,loser,loser_pid
World Championship,234,2004,Last 40,Wayne Atwood,1381,Mick Manning,1409,3,0,Wayne Atwood,1381,Mick Manning,1409
World Championship,234,2004,Last 40,Lionel Sams,30,Alex MacKay,1971,3,2,Lionel Sams,30,Alex MacKay,1971
World Championship,234,2004,Last 40,Erik Clarys,40,Mark Walsh,15,3,0,Erik Clarys,40,Mark Walsh,15
World Championship,234,2004,Last 40,Steve Maish,35,Cliff Lazarenko,1439,3,2,Steve Maish,35,Cliff Lazarenko,1439
World Championship,234,2004,Last 40,Ritchie Buckle,1970,Steve Brown (US),1548,3,0,Ritchie Buckle,1970,Steve Brown (US),1548
World Championship,234,2004,Last 40,Colin McGarry,1515,Mark Holden,1385,3,0,Colin McGarry,1515,Mark Holden,1385
World Championship,234,2004,Last 32,Mark Dudbridge,20,John Part,10,4,3,Mark Dudbridge,20,John Part,10
World Championship,234,2004,Last 32,Steve Beaton,33,Jamie Harvey,49,4,0,Steve Beaton,33,Jamie Harvey,49
World Championship,234,2004,Last 32,Kevin Painter,18,Paul Williams,1389,4,3,Kevin Painter,18,Paul Williams,1389
World Championship,234,2004,Last 32,Ronnie Baxter,14,Erik Clarys,40,4,2,Ronnie Baxter,14,Erik Clarys,40
World Championship,234,2004,Last 32,Dennis Smith,31,Les Fitton,1928,4,2,Dennis Smith,31,Les Fitton,1928
World Championship,234,2004,Last 32,Bob Anderson,28,Andy Jenkins,13,4,1,Bob Anderson,28,Andy Jenkins,13
World Championship,234,2004,Last 32,Keith Deller,1379,Dave Askew,29,4,3,Keith Deller,1379,Dave Askew,29
World Championship,234,2004,Last 32,Peter Manley,4,Wayne Atwood,1381,4,3,Peter Manley,4,Wayne Atwood,1381
World Championship,234,2004,Last 32,Lionel Sams,30,Roland Scholten,6,4,2,Lionel Sams,30,Roland Scholten,6
World Championship,234,2004,Last 32,Simon Whatley,1452,Richie Burnett,51,4,3,Simon Whatley,1452,Richie Burnett,51
World Championship,234,2004,Last 32,Wayne Mardle,9,Steve Maish,35,4,2,Wayne Mardle,9,Steve Maish,35
World Championship,234,2004,Last 32,Colin Lloyd,3,Peter Evison,1447,4,1,Colin Lloyd,3,Peter Evison,1447
World Championship,234,2004,Last 32,Alex Roy,22,Denis Ovens,19,4,3,Alex Roy,22,Denis Ovens,19
World Championship,234,2004,Last 32,Alan Warriner-Little,26,John Lowe,1433,4,3,Alan Warriner-Little,26,John Lowe,1433
World Championship,234,2004,Last 32,Dennis Priestley,8,Ritchie Buckle,1970,4,3,Dennis Priestley,8,Ritchie Buckle,1970
World Championship,234,2004,Last 32,Phil Taylor,1,Colin McGarry,1515,4,0,Phil Taylor,1,Colin McGarry,1515
World Championship,234,2004,Last 16,Mark Dudbridge,20,Steve Beaton,33,4,1,Mark Dudbridge,20,Steve Beaton,33
World Championship,234,2004,Last 16,Kevin Painter,18,Ronnie Baxter,14,4,2,Kevin Painter,18,Ronnie Baxter,14
World Championship,234,2004,Last 16,Bob Anderson,28,Dennis Smith,31,4,3,Bob Anderson,28,Dennis Smith,31
World Championship,234,2004,Last 16,Peter Manley,4,Keith Deller,1379,4,2,Peter Manley,4,Keith Deller,1379
World Championship,234,2004,Last 16,Simon Whatley,1452,Lionel Sams,30,4,1,Simon Whatley,1452,Lionel Sams,30
World Championship,234,2004,Last 16,Wayne Mardle,9,Colin Lloyd,3,4,3,Wayne Mardle,9,Colin Lloyd,3
World Championship,234,2004,Last 16,Alan Warriner-Little,26,Alex Roy,22,4,3,Alan Warriner-Little,26,Alex Roy,22
World Championship,234,2004,Last 16,Phil Taylor,1,Dennis Priestley,8,4,1,Phil Taylor,1,Dennis Priestley,8
World Championship,234,2004,Quarter Final,Kevin Painter,18,Mark Dudbridge,20,5,1,Kevin Painter,18,Mark Dudbridge,20
World Championship,234,2004,Quarter Final,Bob Anderson,28,Peter Manley,4,5,2,Bob Anderson,28,Peter Manley,4
World Championship,234,2004,Quarter Final,Wayne Mardle,9,Simon Whatley,1452,5,1,Wayne Mardle,9,Simon Whatley,1452
World Championship,234,2004,Quarter Final,Phil Taylor,1,Alan Warriner-Little,26,5,1,Phil Taylor,1,Alan Warriner-Little,26
World Championship,234,2004,Semi Final,Kevin Painter,18,Bob Anderson,28,6,0,Kevin Painter,18,Bob Anderson,28
World Championship,234,2004,Semi Final,Phil Taylor,1,Wayne Mardle,9,6,2,Phil Taylor,1,Wayne Mardle,9
World Championship,234,2004,Final,Phil Taylor,1,Kevin Painter,18,7,6,Phil Taylor,1,Kevin Painter,18
World Championship,233,2005,Last 48,Andy Hamilton,12,Mark Thomson,1384,3,0,Andy Hamilton,12,Mark Thomson,1384
World Championship,233,2005,Last 48,Wayne Jones,25,Barry Jouannet Jnr,1498,3,0,Wayne Jones,25,Barry Jouannet Jnr,1498
World Championship,233,2005,Last 48,Mark Landers,1468,Alan Reynolds,1408,3,2,Mark Landers,1468,Alan Reynolds,1408
World Championship,233,2005,Last 48,Mark Holden,1385,James Wade,11,3,0,Mark Holden,1385,James Wade,11
World Championship,233,2005,Last 48,Josephus Schenk,1398,Darin Young,1380,3,2,Josephus Schenk,1398,Darin Young,1380
World Championship,233,2005,Last 48,John Verwey,1224,Anthony Forde,1969,3,2,John Verwey,1224,Anthony Forde,1969
World Championship,233,2005,Last 48,Gerry Convery,47,Tang Jun,1968,3,0,Gerry Convery,47,Tang Jun,1968
World Championship,233,2005,Last 48,Jason Clark,54,Yasuhiko Matsunaga,1427,3,0,Jason Clark,54,Yasuhiko Matsunaga,1427
World Championship,233,2005,Last 40,Andy Hamilton,12,Mick Manning,1409,3,0,Andy Hamilton,12,Mick Manning,1409
World Championship,233,2005,Last 40,Wayne Jones,25,Keith Deller,1379,3,1,Wayne Jones,25,Keith Deller,1379
World Championship,233,2005,Last 40,Peter Evison,1447,Mark Landers,1468,3,0,Peter Evison,1447,Mark Landers,1468
World Championship,233,2005,Last 40,Mark Holden,1385,Simon Whatley,1452,3,0,Mark Holden,1385,Simon Whatley,1452
World Championship,233,2005,Last 40,Josephus Schenk,1398,Alan Caves,41,3,0,Josephus Schenk,1398,Alan Caves,41
World Championship,233,2005,Last 40,John Verwey,1224,John Lowe,1433,3,2,John Verwey,1224,John Lowe,1433
World Championship,233,2005,Last 40,Gerry Convery,47,Wes Newton,24,3,0,Gerry Convery,47,Wes Newton,24
World Championship,233,2005,Last 40,Chris Mason,17,Jason Clark,54,3,1,Chris Mason,17,Jason Clark,54
World Championship,233,2005,Last 32,Phil Taylor,1,Alex Roy,22,4,0,Phil Taylor,1,Alex Roy,22
World Championship,233,2005,Last 32,Dennis Priestley,8,Lionel Sams,30,4,1,Dennis Priestley,8,Lionel Sams,30
World Championship,233,2005,Last 32,Andy Jenkins,13,Peter Evison,1447,4,0,Andy Jenkins,13,Peter Evison,1447
World Championship,233,2005,Last 32,Kevin Painter,18,Wayne Jones,25,4,2,Kevin Painter,18,Wayne Jones,25
World Championship,233,2005,Last 32,Ronnie Baxter,14,Terry Jenkins,7,4,2,Ronnie Baxter,14,Terry Jenkins,7
World Championship,233,2005,Last 32,Bob Anderson,28,Dennis Smith,31,4,2,Bob Anderson,28,Dennis Smith,31
World Championship,233,2005,Last 32,Andy Hamilton,12,Steve Beaton,33,4,2,Andy Hamilton,12,Steve Beaton,33
World Championship,233,2005,Last 32,Josephus Schenk,1398,Peter Manley,4,4,2,Josephus Schenk,1398,Peter Manley,4
World Championship,233,2005,Last 32,John Part,10,Gerry Convery,47,4,1,John Part,10,Gerry Convery,47
World Championship,233,2005,Last 32,Mark Dudbridge,20,Richie Burnett,51,4,3,Mark Dudbridge,20,Richie Burnett,51
World Championship,233,2005,Last 32,Denis Ovens,19,Mark Holden,1385,4,1,Denis Ovens,19,Mark Holden,1385
