tournament,eid,year,round,player_a,player_a_pid,player_b,player_b_pid,score_a,score_b,winner,winner_pid,loser,loser_pid
World Championship,25124,2024,Last 96,Cameron Menzies,5202,Rusty-Jake Rodriguez,16370,3,0,Cameron Menzies,5202,Rusty-Jake Rodriguez,16370
World Championship,25124,2024,Last 96,Steve Beaton,33,Wessel Nijman,27979,3,1,Steve Beaton,33,Wessel Nijman,27979
World Championship,25124,2024,Last 96,Ricky Evans,1734,Simon Adams,76423,3,0,Ricky Evans,1734,Simon Adams,76423
World Championship,25124,2024,Last 96,Tomoya Goto,71949,Ian White,2213,3,1,Tomoya Goto,71949,Ian White,2213
World Championship,25124,2024,Last 96,Darren Penhall,13664,Jules van Dongen,74976,3,1,Darren Penhall,13664,Jules van Dongen,74976
World Championship,25124,2024,Last 96,Ricardo Pietreczko,16776,Mikuru Suzuki,27977,3,0,Ricardo Pietreczko,16776,Mikuru Suzuki,27977
World Championship,25124,2024,Last 96,Lee Evans,17361,Sandro Eric Sosing,76422,3,0,Lee Evans,17361,Sandro Eric Sosing,76422
World Championship,25124,2024,Last 96,Berry van Peer,16990,Luke Woodhouse,10621,3,2,Berry van Peer,16990,Luke Woodhouse,10621
World Championship,25124,2024,Last 96,Martin Lukeman,17360,Haupai Puha,24349,3,1,Martin Lukeman,17360,Haupai Puha,24349
World Championship,25124,2024,Last 96,Jermaine Wattimena,7462,Fallon Sherrock,12670,3,1,Jermaine Wattimena,7462,Fallon Sherrock,12670
World Championship,25124,2024,Last 96,Scott Williams,74395,Haruki Muramatsu,9165,3,1,Scott Williams,74395,Haruki Muramatsu,9165
World Championship,25124,2024,Last 96,Ryan Joyce,16151,Alex Spellman,11140,3,1,Ryan Joyce,16151,Alex Spellman,11140
World Championship,25124,2024,Last 96,Florian Hempel,48918,Dylan Slevin,75107,3,1,Florian Hempel,48918,Dylan Slevin,75107
World Championship,25124,2024,Last 96,Richard Veenstra,16652,Ben Robb,65862,3,0,Richard Veenstra,16652,Ben Robb,65862
World Championship,25124,2024,Last 96,Keane Barry,25478,Reynaldo Rivera,76421,3,1,Keane Barry,25478,Reynaldo Rivera,76421
World Championship,25124,2024,Last 96,Simon Whitlock,1500,Paolo Nebrida,17914,3,2,Simon Whitlock,1500,Paolo Nebrida,17914
World Championship,25124,2024,Last 96,Boris Krcmar,6571,Keegan Brown,10548,3,1,Boris Krcmar,6571,Keegan Brown,10548
World Championship,25124,2024,Last 96,Mickey Mansell,4083,Xiao chen Zong,26867,3,0,Mickey Mansell,4083,Xiao chen Zong,26867
World Championship,25124,2024,Last 96,Connor Scutt,16676,Krzysztof Kciuk,8447,3,0,Connor Scutt,16676,Krzysztof Kciuk,8447
World Championship,25124,2024,Last 96,Luke Littler,73951,Christian Kist,8797,3,0,Luke Littler,73951,Christian Kist,8797
World Championship,25124,2024,Last 96,Matt Campbell,18872,Lourence Ilagan,2167,3,2,Matt Campbell,18872,Lourence Ilagan,2167
World Championship,25124,2024,Last 96,Radek Szaganski,7391,Marko Kantele,89,3,2,Radek Szaganski,7391,Marko Kantele,89
World Championship,25124,2024,Last 96,Jim Williams,4588,Norman Madhoo,1760,3,0,Jim Williams,4588,Norman Madhoo,1760
World Championship,25124,2024,Last 96,Jamie Hughes,3833,David Cameron,4960,3,1,Jamie Hughes,3833,David Cameron,4960
World Championship,25124,2024,Last 96,Steve Lennon,12746,Owen Bates,75206,3,2,Steve Lennon,12746,Owen Bates,75206
World Championship,25124,2024,Last 96,Jeffrey de Graaf,10396,Ritchie Edhouse,17485,3,2,Jeffrey de Graaf,10396,Ritchie Edhouse,17485
World Championship,25124,2024,Last 96,Thibault Tricole,10399,Mario Vandenbogaerde,1683,3,1,Thibault Tricole,10399,Mario Vandenbogaerde,1683
World Championship,25124,2024,Last 96,William O'Connor,8798,Bhav Patel,76137,3,0,William O'Connor,8798,Bhav Patel,76137
World Championship,25124,2024,Last 96,Niels Zonneveld,66017,Darren Webster,34,3,1,Niels Zonneveld,66017,Darren Webster,34
World Championship,25124,2024,Last 96,Mike de Decker,16530,Dragutin Horvat,3112,3,0,Mike de Decker,16530,Dragutin Horvat,3112
World Championship,25124,2024,Last 96,Kevin Doets,66008,Stowe Buntz,3726,3,0,Kevin Doets,66008,Stowe Buntz,3726
World Championship,25124,2024,Last 64,Gabriel Clemens,3097,Man Lok Leung,60372,3,1,Gabriel Clemens,3097,Man Lok Leung,60372
World Championship,25124,2024,Last 64,Dave Chisnall,4101,Cameron Menzies,5202,3,1,Dave Chisnall,4101,Cameron Menzies,5202
World Championship,25124,2024,Last 64,Daryl Gurney,2479,Steve Beaton,33,3,1,Daryl Gurney,2479,Steve Beaton,33
World Championship,25124,2024,Last 64,Ricky Evans,1734,Nathan Aspinall,13326,3,0,Ricky Evans,1734,Nathan Aspinall,13326
World Championship,25124,2024,Last 64,Ryan Searle,10584,Tomoya Goto,71949,3,1,Ryan Searle,10584,Tomoya Goto,71949
World Championship,25124,2024,Last 64,Joe Cullen,6487,Darren Penhall,13664,3,0,Joe Cullen,6487,Darren Penhall,13664
World Championship,25124,2024,Last 64,Ricardo Pietreczko,16776,Callan Rydz,25544,3,2,Ricardo Pietreczko,16776,Callan Rydz,25544
World Championship,25124,2024,Last 64,Luke Humphries,11822,Lee Evans,17361,3,0,Luke Humphries,11822,Lee Evans,17361
World Championship,25124,2024,Last 64,Berry van Peer,16990,Josh Rock,74975,3,1,Berry van Peer,16990,Josh Rock,74975
World Championship,25124,2024,Last 64,Damon Heta,4842,Martin Lukeman,17360,3,1,Damon Heta,4842,Martin Lukeman,17360
World Championship,25124,2024,Last 64,Martin Schindler,16749,Jermaine Wattimena,7462,3,1,Martin Schindler,16749,Jermaine Wattimena,7462
World Championship,25124,2024,Last 64,Scott Williams,74395,Danny Noppert,13202,3,0,Scott Williams,74395,Danny Noppert,13202
World Championship,25124,2024,Last 64,Stephen Bunting,192,Ryan Joyce,16151,3,0,Stephen Bunting,192,Ryan Joyce,16151
World Championship,25124,2024,Last 64,Florian Hempel,48918,Dimitri van den Bergh,11656,3,2,Florian Hempel,48918,Dimitri van den Bergh,11656
World Championship,25124,2024,Last 64,Richard Veenstra,16652,Kim Huybrechts,1633,3,0,Richard Veenstra,16652,Kim Huybrechts,1633
World Championship,25124,2024,Last 64,Michael van Gerwen,1395,Keane Barry,25478,3,0,Michael van Gerwen,1395,Keane Barry,25478
World Championship,25124,2024,Last 64,Gary Anderson,181,Simon Whitlock,1500,3,0,Gary Anderson,181,Simon Whitlock,1500
World Championship,25124,2024,Last 64,Boris Krcmar,6571,Dirk van Duijvenbode,10070,3,1,Boris Krcmar,6571,Dirk van Duijvenbode,10070
World Championship,25124,2024,Last 64,Brendan Dolan,1607,Mickey Mansell,4083,3,2,Brendan Dolan,1607,Mickey Mansell,4083
World Championship,25124,2024,Last 64,Gerwyn Price,16492,Connor Scutt,16676,3,0,Gerwyn Price,16492,Connor Scutt,16676
World Championship,25124,2024,Last 64,Luke Littler,73951,Andrew Gilding,10168,3,1,Luke Littler,73951,Andrew Gilding,10168
World Championship,25124,2024,Last 64,Matt Campbell,18872,James Wade,11,3,2,Matt Campbell,18872,James Wade,11
World Championship,25124,2024,Last 64,Raymond van Barneveld,2,Radek Szaganski,7391,3,1,Raymond van Barneveld,2,Radek Szaganski,7391
World Championship,25124,2024,Last 64,Jim Williams,4588,Peter Wright,1463,3,0,Jim Williams,4588,Peter Wright,1463
World Championship,25124,2024,Last 64,Krzysztof Ratajski,5422,Jamie Hughes,3833,3,1,Krzysztof Ratajski,5422,Jamie Hughes,3833
World Championship,25124,2024,Last 64,Jonny Clayton,6861,Steve Lennon,12746,3,1,Jonny Clayton,6861,Steve Lennon,12746
World Championship,25124,2024,Last 64,Jeffrey de Graaf,10396,Jose de Sousa,12892,3,1,Jeffrey de Graaf,10396,Jose de Sousa,12892
World Championship,25124,2024,Last 64,Rob Cross,18934,Thibault Tricole,10399,3,0,Rob Cross,18934,Thibault Tricole,10399
World Championship,25124,2024,Last 64,Chris Dobey,16076,William O'Connor,8798,3,2,Chris Dobey,16076,William O'Connor,8798
World Championship,25124,2024,Last 64,Ross Smith,1596,Niels Zonneveld,66017,3,1,Ross Smith,1596,Niels Zonneveld,66017
World Championship,25124,2024,Last 64,Madars Razma,9017,Mike de Decker,16530,3,1,Madars Razma,9017,Mike de Decker,16530
World Championship,25124,2024,Last 64,Michael Smith,6025,Kevin Doets,66008,3,2,Michael Smith,6025,Kevin Doets,66008
World Championship,25124,2024,Last 32,Dave Chisnall,4101,Gabriel Clemens,3097,4,1,Dave Chisnall,4101,Gabriel Clemens,3097
World Championship,25124,2024,Last 32,Daryl Gurney,2479,Ricky Evans,1734,4,2,Daryl Gurney,2479,Ricky Evans,1734
World Championship,25124,2024,Last 32,Joe Cullen,6487,Ryan Searle,10584,4,2,Joe Cullen,6487,Ryan Searle,10584
World Championship,25124,2024,Last 32,Luke Humphries,11822,Ricardo Pietreczko,16776,4,3,Luke Humphries,11822,Ricardo Pietreczko,16776
World Championship,25124,2024,Last 32,Damon Heta,4842,Berry van Peer,16990,4,3,Damon Heta,4842,Berry van Peer,16990
World Championship,25124,2024,Last 32,Scott Williams,74395,Martin Schindler,16749,4,3,Scott Williams,74395,Martin Schindler,16749
World Championship,25124,2024,Last 32,Stephen Bunting,192,Florian Hempel,48918,4,0,Stephen Bunting,192,Florian Hempel,48918
World Championship,25124,2024,Last 32,Michael van Gerwen,1395,Richard Veenstra,16652,4,0,Michael van Gerwen,1395,Richard Veenstra,16652
World Championship,25124,2024,Last 32,Gary Anderson,181,Boris Krcmar,6571,4,1,Gary Anderson,181,Boris Krcmar,6571
World Championship,25124,2024,Last 32,Brendan Dolan,1607,Gerwyn Price,16492,4,2,Brendan Dolan,1607,Gerwyn Price,16492
World Championship,25124,2024,Last 32,Luke Littler,73951,Matt Campbell,18872,4,1,Luke Littler,73951,Matt Campbell,18872
World Championship,25124,2024,Last 32,Raymond van Barneveld,2,Jim Williams,4588,4,1,Raymond van Barneveld,2,Jim Williams,4588
World Championship,25124,2024,Last 32,Jonny Clayton,6861,Krzysztof Ratajski,5422,4,2,Jonny Clayton,6861,Krzysztof Ratajski,5422
World Championship,25124,2024,Last 32,Rob Cross,18934,Jeffrey de Graaf,10396,4,2,Rob Cross,18934,Jeffrey de Graaf,10396
World Championship,25124,2024,Last 32,Chris Dobey,16076,Ross Smith,1596,4,2,Chris Dobey,16076,Ross Smith,1596
World Championship,25124,2024,Last 32,Michael Smith,6025,Madars Razma,9017,4,1,Michael Smith,6025,Madars Razma,9017
World Championship,25124,2024,Last 16,Dave Chisnall,4101,Daryl Gurney,2479,4,2,Dave Chisnall,4101,Daryl Gurney,2479
World Championship,25124,2024,Last 16,Luke Humphries,11822,Joe Cullen,6487,4,3,Luke Humphries,11822,Joe Cullen,6487
World Championship,25124,2024,Last 16,Scott Williams,74395,Damon Heta,4842,4,1,Scott Williams,74395,Damon Heta,4842
World Championship,25124,2024,Last 16,Michael van Gerwen,1395,Stephen Bunting,192,4,0,Michael van Gerwen,1395,Stephen Bunting,192
World Championship,25124,2024,Last 16,Brendan Dolan,1607,Gary Anderson,181,4,3,Brendan Dolan,1607,Gary Anderson,181
World Championship,25124,2024,Last 16,Luke Littler,73951,Raymond van Barneveld,2,4,1,Luke Littler,73951,Raymond van Barneveld,2
World Championship,25124,2024,Last 16,Rob Cross,18934,Jonny Clayton,6861,4,0,Rob Cross,18934,Jonny Clayton,6861
World Championship,25124,2024,Last 16,Chris Dobey,16076,Michael Smith,6025,4,0,Chris Dobey,16076,Michael Smith,6025
World Championship,25124,2024,Quarter Final,Luke Humphries,11822,Dave Chisnall,4101,5,1,Luke Humphries,11822,Dave Chisnall,4101
World Championship,25124,2024,Quarter Final,Scott Williams,74395,Michael van Gerwen,1395,5,3,Scott Williams,74395,Michael van Gerwen,1395
World Championship,25124,2024,Quarter Final,Luke Littler,73951,Brendan Dolan,1607,5,1,Luke Littler,73951,Brendan Dolan,1607
World Championship,25124,2024,Quarter Final,Rob Cross,18934,Chris Dobey,16076,5,4,Rob Cross,18934,Chris Dobey,16076
World Championship,25124,2024,Semi Final,Luke Humphries,11822,Scott Williams,74395,6,0,Luke Humphries,11822,Scott Williams,74395
World Championship,25124,2024,Semi Final,Luke Littler,73951,Rob Cross,18934,6,2,Luke Littler,73951,Rob Cross,18934
World Championship,25124,2024,Final,Luke Humphries,11822,Luke Littler,73951,7,4,Luke Humphries,11822,Luke Littler,73951
World Championship,25435,2025,Last 96,Thibault Tricole,10399,Joseph Comito,2147,3,1,Thibault Tricole,10399,Joseph Comito,2147
World Championship,25435,2025,Last 96,Nick Kenny,10013,Stowe Buntz,3726,3,0,Nick Kenny,10013,Stowe Buntz,3726
World Championship,25435,2025,Last 96,Jermaine Wattimena,7462,Stefan Bellmont,18403,3,0,Jermaine Wattimena,7462,Stefan Bellmont,18403
World Championship,25435,2025,Last 96,Wesley Plaisier,15759,Ryusei Azemoto,77403,3,2,Wesley Plaisier,15759,Ryusei Azemoto,77403
World Championship,25435,2025,Last 96,Kai Gotthardt,15284,Alan Soutar,2201,3,1,Kai Gotthardt,15284,Alan Soutar,2201
World Championship,25435,2025,Last 96,Madars Razma,9017,Christian Kist,8797,3,1,Madars Razma,9017,Christian Kist,8797
World Championship,25435,2025,Last 96,Connor Scutt,16676,Ben Robb,65862,3,0,Connor Scutt,16676,Ben Robb,65862
World Championship,25435,2025,Last 96,Luke Woodhouse,10621,Lourence Ilagan,2167,3,0,Luke Woodhouse,10621,Lourence Ilagan,2167
World Championship,25435,2025,Last 96,Ryan Meikle,18296,Fallon Sherrock,12670,3,2,Ryan Meikle,18296,Fallon Sherrock,12670
World Championship,25435,2025,Last 96,Ian White,2213,Sandro Eric Sosing,76422,1,0,Ian White,2213,Sandro Eric Sosing,76422
World Championship,25435,2025,Last 96,Ryan Joyce,16151,Darius Labanauskas,4333,3,1,Ryan Joyce,16151,Darius Labanauskas,4333
World Championship,25435,2025,Last 96,Matt Campbell,18872,Mensur Suljovic,1933,3,2,Matt Campbell,18872,Mensur Suljovic,1933
World Championship,25435,2025,Last 96,Scott Williams,74395,Niko Springer,74029,3,1,Scott Williams,74395,Niko Springer,74029
World Championship,25435,2025,Last 96,Ricardo Pietreczko,16776,Xiao chen Zong,26867,3,0,Ricardo Pietreczko,16776,Xiao chen Zong,26867
World Championship,25435,2025,Last 96,Leonard Gates,4935,Cameron Menzies,5202,3,1,Leonard Gates,4935,Cameron Menzies,5202
World Championship,25435,2025,Last 96,Martin Lukeman,17360,Nitin Kumar,4929,3,1,Martin Lukeman,17360,Nitin Kumar,4929
World Championship,25435,2025,Last 96,Kevin Doets,66008,Noa-Lynn van Leuven,75563,3,1,Kevin Doets,66008,Noa-Lynn van Leuven,75563
World Championship,25435,2025,Last 96,Alexis Toylo,12904,Richard Veenstra,16652,3,0,Alexis Toylo,12904,Richard Veenstra,16652
World Championship,25435,2025,Last 96,Alexander Merkx,13204,Stephen Burton,15499,3,0,Alexander Merkx,13204,Stephen Burton,15499
World Championship,25435,2025,Last 96,Rhys Griffin,13782,Karel Sedlacek,4885,3,0,Rhys Griffin,13782,Karel Sedlacek,4885
World Championship,25435,2025,Last 96,Mickey Mansell,4083,Tomoya Goto,71949,3,1,Mickey Mansell,4083,Tomoya Goto,71949
World Championship,25435,2025,Last 96,Florian Hempel,48918,Jeffrey de Zwaan,11969,3,1,Florian Hempel,48918,Jeffrey de Zwaan,11969
World Championship,25435,2025,Last 96,Keane Barry,25478,Kim Huybrechts,1633,3,1,Keane Barry,25478,Kim Huybrechts,1633
World Championship,25435,2025,Last 96,Wessel Nijman,27979,Cameron Carolissen,74971,3,2,Wessel Nijman,27979,Cameron Carolissen,74971
World Championship,25435,2025,Last 96,James Hurrell,10595,Jim Long,4957,3,0,James Hurrell,10595,Jim Long,4957
World Championship,25435,2025,Last 96,Lok Yin Lee,74511,Chris Landman,21704,3,1,Lok Yin Lee,74511,Chris Landman,21704
World Championship,25435,2025,Last 96,Jeffrey de Graaf,10396,Rashad Sweeting,77405,3,1,Jeffrey de Graaf,10396,Rashad Sweeting,77405
World Championship,25435,2025,Last 96,Paolo Nebrida,17914,Jim Williams,4588,3,2,Paolo Nebrida,17914,Jim Williams,4588
World Championship,25435,2025,Last 96,Ricky Evans,1734,Gordon Mathers,12573,3,2,Ricky Evans,1734,Gordon Mathers,12573
World Championship,25435,2025,Last 96,Robert Owen,16502,Niels Zonneveld,66017,3,1,Robert Owen,16502,Niels Zonneveld,66017
World Championship,25435,2025,Last 96,Dylan Slevin,75107,William O'Connor,8798,3,1,Dylan Slevin,75107,William O'Connor,8798
World Championship,25435,2025,Last 96,Callan Rydz,25544,Romeo Grbavac,74586,3,0,Callan Rydz,25544,Romeo Grbavac,74586
World Championship,25435,2025,Last 64,Luke Humphries,11822,Thibault Tricole,10399,3,0,Luke Humphries,11822,Thibault Tricole,10399
World Championship,25435,2025,Last 64,Nick Kenny,10013,Raymond van Barneveld,2,3,1,Nick Kenny,10013,Raymond van Barneveld,2
World Championship,25435,2025,Last 64,Jermaine Wattimena,7462,James Wade,11,3,0,Jermaine Wattimena,7462,James Wade,11
World Championship,25435,2025,Last 64,Peter Wright,1463,Wesley Plaisier,15759,3,1,Peter Wright,1463,Wesley Plaisier,15759
World Championship,25435,2025,Last 64,Stephen Bunting,192,Kai Gotthardt,15284,3,1,Stephen Bunting,192,Kai Gotthardt,15284
World Championship,25435,2025,Last 64,Madars Razma,9017,Dirk van Duijvenbode,10070,3,1,Madars Razma,9017,Dirk van Duijvenbode,10070
World Championship,25435,2025,Last 64,Damon Heta,4842,Connor Scutt,16676,3,1,Damon Heta,4842,Connor Scutt,16676
World Championship,25435,2025,Last 64,Luke Woodhouse,10621,Mike de Decker,16530,3,1,Luke Woodhouse,10621,Mike de Decker,16530
World Championship,25435,2025,Last 64,Luke Littler,73951,Ryan Meikle,18296,3,1,Luke Littler,73951,Ryan Meikle,18296
World Championship,25435,2025,Last 64,Ian White,2213,Ritchie Edhouse,17485,3,1,Ian White,2213,Ritchie Edhouse,17485
World Championship,25435,2025,Last 64,Ryan Joyce,16151,Danny Noppert,13202,3,1,Ryan Joyce,16151,Danny Noppert,13202
World Championship,25435,2025,Last 64,Ryan Searle,10584,Matt Campbell,18872,3,0,Ryan Searle,10584,Matt Campbell,18872
World Championship,25435,2025,Last 64,Scott Williams,74395,Rob Cross,18934,3,1,Scott Williams,74395,Rob Cross,18934
World Championship,25435,2025,Last 64,Ricardo Pietreczko,16776,Gian van Veen,21491,3,1,Ricardo Pietreczko,16776,Gian van Veen,21491
World Championship,25435,2025,Last 64,Nathan Aspinall,13326,Leonard Gates,4935,3,1,Nathan Aspinall,13326,Leonard Gates,4935
World Championship,25435,2025,Last 64,Andrew Gilding,10168,Martin Lukeman,17360,3,1,Andrew Gilding,10168,Martin Lukeman,17360
World Championship,25435,2025,Last 64,Kevin Doets,66008,Michael Smith,6025,3,2,Kevin Doets,66008,Michael Smith,6025
World Championship,25435,2025,Last 64,Krzysztof Ratajski,5422,Alexis Toylo,12904,3,1,Krzysztof Ratajski,5422,Alexis Toylo,12904
World Championship,25435,2025,Last 64,Chris Dobey,16076,Alexander Merkx,13204,3,1,Chris Dobey,16076,Alexander Merkx,13204
World Championship,25435,2025,Last 64,Josh Rock,74975,Rhys Griffin,13782,3,0,Josh Rock,74975,Rhys Griffin,13782
World Championship,25435,2025,Last 64,Jonny Clayton,6861,Mickey Mansell,4083,3,2,Jonny Clayton,6861,Mickey Mansell,4083
World Championship,25435,2025,Last 64,Daryl Gurney,2479,Florian Hempel,48918,3,2,Daryl Gurney,2479,Florian Hempel,48918
World Championship,25435,2025,Last 64,Gerwyn Price,16492,Keane Barry,25478,3,0,Gerwyn Price,16492,Keane Barry,25478
World Championship,25435,2025,Last 64,Joe Cullen,6487,Wessel Nijman,27979,3,0,Joe Cullen,6487,Wessel Nijman,27979
World Championship,25435,2025,Last 64,Michael van Gerwen,1395,James Hurrell,10595,3,0,Michael van Gerwen,1395,James Hurrell,10595
World Championship,25435,2025,Last 64,Brendan Dolan,1607,Lok Yin Lee,74511,3,0,Brendan Dolan,1607,Lok Yin Lee,74511
World Championship,25435,2025,Last 64,Jeffrey de Graaf,10396,Gary Anderson,181,3,0,Jeffrey de Graaf,10396,Gary Anderson,181
World Championship,25435,2025,Last 64,Paolo Nebrida,17914,Ross Smith,1596,3,0,Paolo Nebrida,17914,Ross Smith,1596
World Championship,25435,2025,Last 64,Ricky Evans,1734,Dave Chisnall,4101,3,2,Ricky Evans,1734,Dave Chisnall,4101
World Championship,25435,2025,Last 64,Robert Owen,16502,Gabriel Clemens,3097,3,1,Robert Owen,16502,Gabriel Clemens,3097
World Championship,25435,2025,Last 64,Dimitri van den Bergh,11656,Dylan Slevin,75107,3,0,Dimitri van den Bergh,11656,Dylan Slevin,75107
World Championship,25435,2025,Last 64,Callan Rydz,25544,Martin Schindler,16749,3,0,Callan Rydz,25544,Martin Schindler,16749
World Championship,25435,2025,Last 32,Luke Humphries,11822,Nick Kenny,10013,4,0,Luke Humphries,11822,Nick Kenny,10013
World Championship,25435,2025,Last 32,Peter Wright,1463,Jermaine Wattimena,7462,4,2,Peter Wright,1463,Jermaine Wattimena,7462
World Championship,25435,2025,Last 32,Stephen Bunting,192,Madars Razma,9017,4,1,Stephen Bunting,192,Madars Razma,9017
World Championship,25435,2025,Last 32,Luke Woodhouse,10621,Damon Heta,4842,4,3,Luke Woodhouse,10621,Damon Heta,4842
